m,n,R,s,seed,ker_dim,s_val,decomp_error,w
9,,33,9,0,21,0.0074281538242644,3.09888222227099,0.6828563493998838
9,,33,10,0,21,0.005612375621876,3.1667138120833176,0.7481176183359287
9,,33,11,0,21,0.0044765038251891,3.067235851946052,0.692996437081543
9,,33,12,0,21,0.0047992275412211,3.051352719549457,0.7389746870943874
9,,33,13,0,21,0.0026895458650552,3.0708710262006584,0.7353911295552329
9,,33,14,0,21,0.0033929630421491,3.0006577030786485,0.7050375939783202
9,,33,15,0,21,0.0029896856455646,2.891375359088572,0.7129222181216073
9,,33,16,0,21,0.0030669351369089,2.937197365595772,0.7342017055813226
9,,33,17,0,21,0.0017576527682099,2.753654472600108,0.7892615861441514
9,,33,18,0,21,0.0012732745773134,2.8527827809644575,0.7675780440806688
9,,33,19,0,21,0.0008631818087494,2.823855097409861,0.8036393258323373
9,,33,20,0,21,0.0002298411542752,2.737110556782021,0.9527628578571684
9,,34,21,0,55,0.0177875199875341,4.953410937600958,0.7374516166069776
9,,34,22,0,55,0.01640024549476,4.960076440842593,0.7428257734963564
9,,34,23,0,55,0.0173463852850381,4.9840741230149055,0.7933332002499922
9,,34,24,0,55,0.0119693038416661,4.96829283392321,0.7635628461564994
9,,34,25,0,55,0.011361275639392,4.967007758167466,0.8139091964831882
9,,34,26,0,55,0.0125169958292417,4.902408993506084,0.7474010765666124
9,,34,27,0,55,0.0124246895655558,5.026593251669619,0.8399963188430007
9,,34,28,0,55,0.0126711158072513,4.965986147980454,0.7902226275152571
9,,34,29,0,55,0.0078552744080767,4.9042619744326466,0.8197267187938772
9,,34,30,0,55,0.0069134725980701,5.199247959663977,0.7816213627791763
9,,34,31,0,55,0.0052148158086762,5.006370463680056,0.8195007014815595
9,,34,32,0,55,0.0072291595652021,7.939175602784407,0.8155814210248635
9,,34,33,0,55,0.0052611038630318,4.987474015169062,0.7955005608952477
9,,34,34,0,55,0.0047351778542218,4.925557448414248,0.8787621928845997
10,,41,0,0,36,0.0155846017161399,4.06761559420729,
10,,41,1,0,36,0.0125748360917019,4.106709684189954,0.4701843548232377
10,,41,2,0,36,0.0138040181851668,4.022307831438701,0.545652045095989
10,,41,3,0,36,0.0127311278238359,4.100510388733732,0.6579860557329277
10,,41,4,0,36,0.0111156848425222,4.055526118911707,0.6781131227947993
10,,41,5,0,36,0.011090417340449,4.022101327627938,0.7005471599097691
10,,41,6,0,36,0.0144210954687385,4.059056994055058,0.6638256082544962
10,,41,7,0,36,0.0115272995266466,4.096859309214154,0.735102771655014
10,,41,8,0,36,0.0078896633835574,4.009543959337569,0.6830651060939035
10,,41,9,0,36,0.0102282532423449,4.107784212468358,0.7435082640529208
10,,41,10,0,36,0.0101617629883431,4.059577993091288,0.7605199242958185
