m,n,R,s,seed,ker_dim,s_val,decomp_error,w
12,,58,40,0,40,0.0045932159210458285,4.612078368621448e-11,3.3306690738754696e-16
12,,58,41,0,41,0.005738085498934559,1.1889206163514502e-09,4.440892098500626e-16
12,,58,42,0,42,0.004632687017822457,5.7110407789020496e-11,4.440892098500626e-16
12,,58,43,0,43,0.005640100097798501,5.278185781318902e-10,5.551115123125783e-16
12,,58,44,0,44,0.00529555007891831,5.941890549371002e-11,8.881784197001252e-16
12,,58,45,0,45,0.006104220210671947,9.493496692857858e-10,5.551115123125783e-16
12,,58,46,0,46,0.00597543448596937,8.836971237414607e-11,6.661338147750939e-16
12,,58,47,0,47,0.005252574441022028,1.182404655061114e-10,4.440892098500626e-16
12,,58,48,0,48,0.006643572683889723,3.0647284007468693e-10,3.3306690738754696e-16
12,,58,49,0,49,0.005816125093941617,3.5573891817667437e-10,3.3306690738754696e-16
12,,58,50,0,50,0.0050654353221108875,1.7558813724993558e-10,7.771561172376096e-16
12,,58,51,0,51,0.006286228035527259,5.880074242369268e-11,3.3306690738754696e-16
12,,58,52,0,52,0.005535165682082256,5.514614639525704e-10,5.551115123125783e-16
12,,58,53,0,53,0.00677100742263131,6.79108313151133e-11,7.771561172376096e-16
12,,59,54,0,54,0.000123223017835169,2.829991844060491e-08,6.661338147750939e-16
12,,59,55,0,55,0.0002313534499555318,1.3838712747877968e-09,5.551115123125783e-16
12,,59,56,0,56,0.0004706857457287847,2.256330247669827e-09,6.661338147750939e-16
12,,59,57,0,57,0.00022306288397172506,3.1946352013238846e-10,1.1102230246251565e-15
12,,59,58,0,58,0.0005262958793592878,3.1155282264272917e-10,3.3306690738754696e-16
12,,59,59,0,59,0.0006355826258105918,5.398122318919152e-10,5.551115123125783e-16
13,,68,0,0,0,0.0022214358261738822,,
13,,68,1,0,1,0.0030910189243837684,1.4164331624725175e-14,0.0
13,,68,2,0,2,0.00376344530976125,9.069537849688159e-14,2.220446049250313e-16
13,,68,3,0,3,0.0036677155096539807,3.3821980125646998e-12,3.3306690738754696e-16
13,,68,4,0,4,0.0037790525280002895,2.0083236763679116e-13,2.220446049250313e-16
13,,68,5,0,5,0.0037930120574091535,6.854925198450103e-13,4.440892098500626e-16
13,,68,6,0,6,0.004042327575325071,5.694975930274929e-13,3.3306690738754696e-16
13,,68,7,0,7,0.003722142004248712,2.832164072842603e-12,0.0
13,,68,8,0,8,0.00396232662095547,8.750931122446107e-12,3.3306690738754696e-16
13,,68,9,0,9,0.004170772189937646,8.510743663861756e-13,2.220446049250313e-16
13,,68,10,0,10,0.0034438481203074986,5.857941927661116e-12,2.220446049250313e-16
13,,68,11,0,11,0.004386526123634658,1.0704765159022483e-12,4.440892098500626e-16
13,,68,12,0,12,0.00459186129988593,1.4018206525380427e-12,4.440892098500626e-16
13,,68,13,0,13,0.004379820047823187,9.849669102770386e-12,3.3306690738754696e-16
13,,68,14,0,14,0.004721094170186986,1.745692413146493e-11,2.220446049250313e-16
13,,68,15,0,15,0.005040761101822962,7.11049827205471e-11,5.551115123125783e-16
13,,68,16,0,16,0.004935904197849585,3.4635519985430866e-12,2.220446049250313e-16
13,,68,17,0,17,0.004245243823621367,2.541470004253997e-12,4.440892098500626e-16
13,,68,18,0,18,0.0037439196836383244,3.364306560604339e-11,8.881784197001252e-16
13,,68,19,0,19,0.003900768440080119,1.4126376488092046e-10,4.440892098500626e-16
