m,n,R,s,seed,ker_dim,s_val,decomp_error,w
13,,69,55,0,55,0.0006352766648855528,8.820415593665394e-11,6.661338147750939e-16
13,,69,56,0,56,0.0009006060035995747,1.6858585446749895e-08,9.992007221626409e-16
13,,69,57,0,57,0.0008047438110459016,1.4994398339484534e-09,5.551115123125783e-16
13,,69,58,0,58,0.0010310326604395623,1.7349613825871347e-09,5.551115123125783e-16
13,,69,59,0,59,0.0009782718257158889,1.243713582498094e-09,5.551115123125783e-16
13,,69,60,0,60,0.0009103306647166969,4.466109215854504e-10,6.661338147750939e-16
13,,69,61,0,61,0.0009341237231237328,1.40456219142385e-09,7.771561172376096e-16
13,,69,62,0,62,0.0011249916916677635,5.852607252205449e-10,6.661338147750939e-16
13,,69,63,0,63,0.0014007148189073373,2.419674597296033e-10,7.771561172376096e-16
13,,69,64,0,64,0.0013820969994620537,4.1737783297607555e-10,6.661338147750939e-16
13,,69,65,0,65,0.0012905910171537853,5.031458197792668e-10,5.551115123125783e-16
13,,69,66,0,66,0.0012847790466486426,1.3317217215665602e-09,8.881784197001252e-16
13,,69,67,0,67,0.0016433376627697526,9.004415831554406e-10,7.771561172376096e-16
13,,69,68,0,68,0.0021474519775250673,4.802911718005581e-09,7.771561172376096e-16
13,,69,69,0,69,0.0012694915078458803,9.656827674598954e-11,5.551115123125783e-16
14,,79,0,0,0,0.003052310190884966,,
14,,79,1,0,1,0.003287559363893019,1.7243433584958266e-14,1.1102230246251565e-16
14,,79,2,0,2,0.0033207097781568465,5.526536412877863e-13,1.1102230246251565e-16
14,,79,3,0,3,0.0030321087137135465,2.376543982732235e-12,0.0
14,,79,4,0,4,0.003716534687650544,6.474086770102351e-13,0.0
14,,79,5,0,5,0.0038862657664939034,2.5121333096964753e-12,3.3306690738754696e-16
14,,79,6,0,6,0.0034029245908167713,1.021661476506216e-10,6.661338147750939e-16
14,,79,7,0,7,0.0035169553611850046,4.394708346477831e-12,5.551115123125783e-16
14,,79,8,0,8,0.004012929764746255,1.5131997366355239e-12,6.661338147750939e-16
14,,79,9,0,9,0.003837839573922597,2.226012484244672e-12,3.3306690738754696e-16
14,,79,10,0,10,0.004065203991420227,2.1048322411391394e-11,0.0
14,,79,11,0,11,0.0040318070661556505,2.6678959274553888e-11,6.661338147750939e-16
14,,79,12,0,12,0.0037703248574105573,6.0672184294929066e-12,0.0
14,,79,13,0,13,0.003760124163594679,6.9411398090299e-11,1.6653345369377348e-15
14,,79,14,0,14,0.0042085433253189015,2.0225752614164642e-11,3.3306690738754696e-16
14,,79,15,0,15,0.004699100168261892,3.6934725247497476e-11,3.3306690738754696e-16
14,,79,16,0,16,0.004390209790936092,4.8214597101218516e-11,6.661338147750939e-16
14,,79,17,0,17,0.004775647586857555,1.6243160727808958e-11,3.3306690738754696e-16
14,,79,18,0,18,0.00432947027125133,1.3204305097023861e-11,5.551115123125783e-16
14,,79,19,0,19,0.004929737186640106,1.0469742528436093e-10,5.551115123125783e-16
14,,79,20,0,20,0.004258326649072507,2.6980555779899066e-11,4.440892098500626e-16
14,,79,21,0,21,0.004450172026573529,2.3589928182811135e-11,3.3306690738754696e-16
14,,79,22,0,22,0.004453240175335086,6.18248574130215e-11,5.551115123125783e-16
14,,79,23,0,23,0.00483655271062476,3.349036211545113e-11,5.551115123125783e-16
14,,79,24,0,24,0.004134674178490078,2.9087840084958758e-11,2.220446049250313e-16
14,,79,25,0,25,0.004907658738679919,2.89788643457082e-09,5.551115123125783e-16
14,,79,26,0,26,0.0054556294955000785,2.082697967655088e-11,4.440892098500626e-16
14,,79,27,0,27,0.00452700488094558,5.231655059781041e-11,6.661338147750939e-16
14,,79,28,0,28,0.004818612417015299,7.334555190629542e-11,5.551115123125783e-16
14,,79,29,0,29,0.004551785064609604,2.653724949867537e-11,1.4432899320127035e-15
14,,79,30,0,30,0.004612665286799824,1.7108994028044914e-10,7.771561172376096e-16
14,,79,31,0,31,0.005024533982886871,5.780580517784739e-11,5.551115123125783e-16
14,,79,32,0,32,0.005073873162068902,7.662683881254764e-10,6.661338147750939e-16
14,,79,33,0,33,0.004274467193806615,1.638848931943265e-10,3.3306690738754696e-16
14,,79,34,0,34,0.005202054124347516,7.852571234022622e-11,6.661338147750939e-16
14,,79,35,0,35,0.005528325639484464,1.3565617310886078e-10,5.551115123125783e-16
14,,79,36,0,36,0.0053395959504522845,3.558459707181252e-11,5.551115123125783e-16
14,,79,37,0,37,0.004828378626107565,8.392453968028353e-10,6.661338147750939e-16
14,,79,38,0,38,0.004746237359964236,7.62836219373234e-10,6.661338147750939e-16
14,,79,39,0,39,0.005162909222704112,9.67222411479814e-09,6.661338147750939e-16
14,,79,40,0,40,0.00533373180827527,4.323346406472683e-10,6.661338147750939e-16
14,,79,41,0,41,0.005236896897954114,2.5797363186923114e-10,5.551115123125783e-16
14,,79,42,0,42,0.005113043722762753,9.683394459794881e-09,5.551115123125783e-16
14,,79,43,0,43,0.00565385932887829,1.4214666518526214e-10,5.551115123125783e-16
14,,79,44,0,44,0.0044466467916613175,1.4021041940016397e-10,5.551115123125783e-16
14,,79,45,0,45,0.005748683039755506,9.664852726297191e-10,4.440892098500626e-16
14,,79,46,0,46,0.005238500478238898,8.464148899006166e-10,5.551115123125783e-16
14,,79,47,0,47,0.0055721258896462775,5.386248868527189e-10,6.661338147750939e-16
14,,79,48,0,48,0.005215773367634005,6.03149990658251e-10,3.3306690738754696e-16
14,,79,49,0,49,0.006101705789027228,4.945428023771339e-10,5.551115123125783e-16
14,,79,50,0,50,0.0057949871951495585,3.6579559999237264e-11,8.881784197001252e-16
14,,79,51,0,51,0.005256294456452431,2.4746031986155454e-10,7.771561172376096e-16
14,,79,52,0,52,0.004595059049850808,3.7232247192871687e-09,6.661338147750939e-16
14,,79,53,0,53,0.006477753608856943,2.8016076095630497e-10,6.661338147750939e-16
14,,79,54,0,54,0.005283679185090102,4.5196173813596457e-10,6.661338147750939e-16
14,,80,55,0,55,0.00015912893894189364,2.998178806645273e-09,5.551115123125783e-16
14,,80,56,0,56,0.00022571001675192882,1.27305157207122e-09,6.661338147750939e-16
14,,80,57,0,57,0.0005007803645058399,8.932339889217766e-10,4.440892098500626e-16
14,,80,58,0,58,0.00022130436143941973,2.2382439794931123e-09,5.551115123125783e-16
14,,80,59,0,59,0.0005306084370982229,2.755211915892302e-09,7.771561172376096e-16
14,,80,60,0,60,0.0004224332235709509,9.21196369174445e-10,7.771561172376096e-16
14,,80,61,0,61,0.00044792144562883347,6.1308937782598105e-09,8.881784197001252e-16
14,,80,62,0,62,0.0006288714433185272,2.296474283298594e-09,5.551115123125783e-16
14,,80,63,0,63,0.0009122054773606636,1.077835443195367e-09,5.551115123125783e-16
14,,80,64,0,64,0.0008263500233174262,1.728496770562629e-09,5.551115123125783e-16
14,,80,65,0,65,0.0006199257952965372,1.4591937569672153e-09,7.771561172376096e-16
14,,80,66,0,66,0.0006625600495512154,1.5000171443440323e-09,5.551115123125783e-16
14,,80,67,0,67,0.0012713717313797392,9.505943971744148e-10,6.661338147750939e-16
14,,80,68,0,68,0.0006773567430374751,2.706289460182839e-09,9.992007221626409e-16
14,,80,69,0,69,0.0008542842328654915,2.5568970095304447e-08,7.771561172376096e-16
14,,80,70,0,70,0.001028941079307237,4.448303206514925e-10,5.551115123125783e-16
14,,80,71,0,71,0.0012070041583031328,2.791253649481093e-09,6.661338147750939e-16
14,,80,72,0,72,0.001231094441861655,6.216758248555583e-10,5.551115123125783e-16
14,,80,73,0,73,0.0011656118586372383,8.088936837937e-10,5.551115123125783e-16
14,,80,74,0,74,0.0010353990421774386,3.8641807358347466e-10,5.551115123125783e-16
14,,80,75,0,75,0.0009583459340208949,3.32849602984116e-10,5.551115123125783e-16
14,,80,76,0,76,0.0015608743767757602,1.432179659362194e-10,8.881784197001252e-16
14,,80,77,0,77,0.001301903378756108,1.0669453070522722e-08,6.661338147750939e-16
14,,80,78,0,78,0.0015226650258045023,3.765093562346167e-10,7.771561172376096e-16
14,,80,79,0,79,0.001803411789621707,7.760875981934534e-10,6.661338147750939e-16
14,,80,80,0,80,0.0016985648027280746,1.7096613144090766e-10,7.771561172376096e-16
