m,n,R,s,seed,ker_dim,s_val,decomp_error,w
15,,91,0,0,0,0.001570748190349186,,
16,,103,0,0,0,0.0060213509250173205,,
17,,117,0,0,0,0.0016884886583351038,,
18,,131,0,0,0,0.0036448139857417445,,
19,,146,0,0,0,0.003647107903029058,,
20,,162,0,0,0,0.0028718447520912197,,
21,,179,0,0,0,0.0015850741167664777,,
