m,n,R,s,seed,ker_dim,s_val,decomp_error,w
6,30,114,114,0,114,0.0022114353518908627,1.1203816763658484e-10,9.992007221626409e-16
2,115,115,115,0,115,1.8034594891947273e-07,2.163132684713835e-08,1.1102230246251565e-15
11,16,115,115,0,115,0.0013092494929026865,5.670539396837527e-11,8.881784197001252e-16
3,67,115,115,0,115,5.289428526495702e-05,9.789959814909636e-11,9.992007221626409e-16
5,37,115,115,0,115,0.0021018220333206905,2.6321185212208216e-10,1.4432899320127035e-15
2,116,116,116,0,116,5.302776677487195e-07,2.004999624828109e-08,1.2212453270876722e-15
4,48,116,116,0,116,0.0015026524389491164,1.491416686468366e-09,1.1102230246251565e-15
7,26,117,117,0,117,0.0010016812363011765,9.837663099346345e-11,7.771561172376096e-16
3,68,117,117,0,117,0.00020074620890012739,3.873937216201776e-10,1.2212453270876722e-15
9,20,117,117,0,117,0.0018236989105454775,2.2666155028102802e-10,8.881784197001252e-16
10,18,117,117,0,117,0.0029545388076265204,6.027049059491168e-10,8.881784197001252e-16
12,15,118,118,0,118,0.0007185439572306747,2.851890736076375e-10,9.992007221626409e-16
6,31,118,118,0,118,0.0017002037903550663,2.5159952465258253e-10,9.992007221626409e-16
5,38,119,119,0,119,0.0002158080770207686,1.4019442407174275e-09,1.4432899320127035e-15
3,69,119,119,0,119,5.000843125959307e-05,2.463631386276053e-10,9.992007221626409e-16
4,49,119,119,0,119,0.000512915703568406,2.129931657526479e-09,1.5543122344752192e-15
8,23,119,119,0,119,0.0017664768919519005,1.67340992639145e-10,9.992007221626409e-16
13,14,119,119,0,119,0.0022930591724111475,7.384589224585966e-10,9.992007221626409e-16
3,70,120,120,0,120,0.00026897429925597,1.505941485625449e-10,1.3322676295501878e-15
4,50,121,121,0,121,0.0006578295583139347,2.345848201190229e-10,1.4432899320127035e-15
7,27,121,121,0,121,0.00295064400783538,6.856242524217573e-11,1.1102230246251565e-15
5,39,122,122,0,122,0.0005968649705839643,1.5771818657499653e-10,1.1102230246251565e-15
6,32,122,122,0,122,0.0013586352661592157,7.729566474823682e-11,1.3322676295501878e-15
3,71,122,122,0,122,0.00020867656036116785,2.8092647760173123e-10,1.7763568394002505e-15
11,17,122,122,0,122,0.002925156732748387,1.4253862876456972e-10,1.4432899320127035e-15
9,21,123,123,0,123,0.001702356032225055,1.0639454472128391e-10,8.881784197001252e-16
4,51,124,124,0,124,0.0003384023289982376,6.317650494406058e-10,1.3322676295501878e-15
3,72,124,124,0,124,2.067613233237827e-05,1.5306288093964592e-10,8.881784197001252e-16
10,19,124,124,0,124,0.0017393821280622566,1.8296090755580315e-10,8.881784197001252e-16
